ID	fdr_pval	pval	zval	Qval	Qpval	tau2	Gene_Name
ABCA6	0.947168763483633	0.866435657120914	0.168187649111084	0.498804153213114	0.779266585521648	0	ATP binding cassette subfamily A member 6
ABCA7	0.777173902105586	0.537996508974611	0.615845477689047	4.68752673739741	0.0959658030985154	0.223902879810402	ATP binding cassette subfamily A member 7
ABCA8	0.263577716540888	0.0523737132541147	-1.94004918041055	0.278723548278059	0.869913259403582	0	ATP binding cassette subfamily A member 8
ABCB1	0.916492333492702	0.796259931917966	-0.258190444824326	4.29147098437007	0.116981966073906	0.190349670614042	ATP binding cassette subfamily B member 1
ABCB1 /// ABCB4	0.849843733883707	0.668309350229779	-0.42846947841217	4.43886612919418	0.108670700631468	0.202256293821925	NA
ABCB11	0.863879251721644	0.690254994517713	0.398509042003651	6.22712296041514	0.0444423924474964	0.349986033368025	ATP binding cassette subfamily B member 11
ABCB4	0.562193113600624	0.266142178380821	1.1119906316352	1.6207574680607	0.444689615235661	0	ATP binding cassette subfamily B member 4
ABCB6	0.883981841458028	0.726742304139116	-0.349462253282928	4.68410501794517	0.0961301276541711	0.223738187089232	ATP binding cassette subfamily B member 6 (Langereis blood group)
ABCB7	0.568599680686323	0.272120069158649	1.09819335061298	0.500259545660051	0.778699722447363	0	ATP binding cassette subfamily B member 7
ABCB8	0.327088568924352	0.0835649297966155	1.73036585802222	1.01640517770508	0.601575886847632	0	ATP binding cassette subfamily B member 8
ABCB8 /// ASIC3	0.201907758530146	0.0302674893660433	2.16657219599706	0.554056725445835	0.758032996925754	0	NA
ABCB9	0.0680528817758208	0.00263548788439083	3.00733542071503	0.870287557977922	0.647171610708548	0	ATP binding cassette subfamily B member 9
ABCC1	0.183129802737817	0.0239701532403402	2.25760729832035	1.68714185078294	0.430171666565954	0	ATP binding cassette subfamily C member 1
ABCC10	0.922534115488788	0.808881188941334	0.241869622689404	1.57636763540054	0.454669809127367	0	ATP binding cassette subfamily C member 10
ABCC2	0.935737225029508	0.837766956926159	0.204750635559231	3.73997880195538	0.154125295383918	0.14409016304533	ATP binding cassette subfamily C member 2
ABCC3	0.646998192800036	0.360576425317785	0.914267268069511	4.1155539915698	0.1277376157633	0.176179237539061	ATP binding cassette subfamily C member 3
ABCC4	0.93152511939448	0.825249710999447	-0.220798012742278	0.175062845240037	0.916190082105744	0	ATP binding cassette subfamily C member 4
ABCC5	0.540129927429239	0.244052093035886	-1.16491823122272	0.73625968121536	0.692027322607079	0	ATP binding cassette subfamily C member 5
ABCC6 /// ABCC6P1 /// ABCC6P2 /// LOC101930322	0.352493040849086	0.0981017965352413	1.65412657993907	2.51138927668253	0.28487789237193	0.0430934878345185	NA
ABCC6 /// LOC101930322	0.613823433070468	0.317742298256875	0.999108160838726	1.62332647949541	0.444118775584329	0	NA
ABCC8	0.42491336145318	0.146102285658374	1.4534376272451	6.70989839297692	0.0349111437183965	0.425119668748193	ATP binding cassette subfamily C member 8
ABCC9	0.887785275911313	0.734270352507336	0.339450537704389	5.99570889124548	0.0498940039073166	0.32617516989485	ATP binding cassette subfamily C member 9
ABCD1	0.390775555262333	0.120813595250991	1.55136768307941	3.81298063119948	0.14860101510474	0.155479525431174	ATP binding cassette subfamily D member 1
ABCD1P2 /// ABCD1P2	0.511370388927568	0.213824828208501	1.24311671216498	0.365408133927647	0.833014635814849	0	NA
ABCD2	0.762190655375624	0.513766694078575	0.652983843998853	2.17152900666032	0.337643557574911	0.0140064762051528	ATP binding cassette subfamily D member 2
ABCD3	0.809895100608156	0.596181616628902	-0.529899494560662	1.32010850381336	0.516823295081936	0	ATP binding cassette subfamily D member 3
ABCD4	0.661685366843582	0.379924413370788	0.878035574571268	0.221978861838055	0.894948207659119	0	ATP binding cassette subfamily D member 4
ABCE1	0.0764192474603094	0.00350007504091243	-2.9200212628696	0.246038929236648	0.884246450873641	0	ATP binding cassette subfamily E member 1
ABCF1	0.323178035835335	0.0805852741964541	-1.747300224393	2.39808452917959	0.301482814454676	0.032361557935023	ATP binding cassette subfamily F member 1
ABCF2	0.992786569721644	0.979696884785892	0.025448928053513	1.00526384169696	0.604936417903498	0	ATP binding cassette subfamily F member 2
ABCF3	0.942395626156893	0.852987566322653	0.18530786903591	0.0437583702258007	0.978358428174365	0	ATP binding cassette subfamily F member 3
ABCG1	0.867201351412336	0.697996026686156	-0.388027035387627	0.468663797299791	0.791099207559396	0	ATP binding cassette subfamily G member 1
ABCG2	0.689023627957779	0.413802654755259	-0.817220105457853	1.09212779830438	0.579225218197869	0	ATP binding cassette subfamily G member 2 (Junior blood group)
ABCG4	0.975664801602887	0.936176185511375	-0.0800767860294388	5.42089179633637	0.0665071446883988	0.28450593581305	ATP binding cassette subfamily G member 4
ABCG5	0.882082714723596	0.72311317737489	-0.354301188203078	3.67119045444255	0.159518523736541	0.138210990793302	ATP binding cassette subfamily G member 5
ABHD10	0.787928054350432	0.556592610794197	-0.58791013873353	0.450806833249822	0.798194149009982	0	abhydrolase domain containing 10
ABHD11	0.63864259953007	0.350958090026625	0.932732519656314	2.86924873583836	0.238204824585426	0.0720766809947647	abhydrolase domain containing 11
ABHD14A /// ACY1	0.714255446491531	0.444587048946412	-0.764470266712037	2.30311778642137	0.316143551006285	0.0248568735044006	NA
ABHD14A-ACY1 /// ACY1	0.425342557453561	0.146486840872843	1.45205310115081	1.01486575333288	0.602039105388209	0	NA
ABHD17A	0.374290772206151	0.109864641380049	1.59880183420205	1.44121820725352	0.486455863671505	0	abhydrolase domain containing 17A
ABHD17B	0.645316443203188	0.358170481606531	-0.918856793806209	5.31161835759907	0.0702419773439392	0.283443016519758	abhydrolase domain containing 17B
ABHD2	0.906815138923566	0.776378688308145	0.284041355278342	6.39210322319831	0.0409234671470551	0.367902276287082	abhydrolase domain containing 2
ABHD3	0.444962055925537	0.160955085512002	1.4018666014085	0.58053972218111	0.748061667599895	0	abhydrolase domain containing 3
ABHD4	0.274875709934049	0.0569212639428645	1.90391493306621	3.31339221532338	0.190768217715377	0.110628986218025	abhydrolase domain containing 4
ABHD5	0.869942440298111	0.702083844719978	-0.382509013193455	0.455333236640466	0.796389717325374	0	abhydrolase domain containing 5
ABHD6	0.524868007096381	0.228549627951328	-1.20410336900118	0.26297271166201	0.876791238144011	0	abhydrolase domain containing 6
ABHD8	0.79113185249798	0.562267768832803	0.579476396154734	0.701941181776173	0.704004457697062	0	abhydrolase domain containing 8
ABI1	0.60234844707831	0.306196284074495	-1.02323598181114	3.54688330393496	0.169747769597404	0.127421531627901	abl interactor 1
ABI2	0.884899979962112	0.728937586157469	0.346539124844477	0.640921884380627	0.725814401475806	0	abl interactor 2
ABI3BP	0.905624895125525	0.771881876474936	0.289914201887701	2.12295315877646	0.345944618322261	0.00997765192318701	ABI family member 3 binding protein
ABL1	0.220140306091852	0.0362822440517236	2.09375013772711	1.27820204657127	0.527766660785881	0	ABL proto-oncogene 1, non-receptor tyrosine kinase
ABL2	0.558706006190571	0.262961813198537	1.11941809898679	6.24222692478328	0.044108028436175	0.373365964786775	ABL proto-oncogene 2, non-receptor tyrosine kinase
ABLIM1	0.45161344500465	0.165574888642104	1.38656355262619	0.927031884913767	0.629067985883693	0	actin binding LIM protein 1
ABLIM3	0.637112501007725	0.348554163597398	0.937397427745157	0.901296713101076	0.637214875222569	0	actin binding LIM protein family member 3
ABO	0.767754200441138	0.523956319863593	0.637258742890806	1.0505004668094	0.591407355973015	0	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase
abParts /// IGKC /// IGKV4-1 /// IGKV4-1	0.717615011607404	0.449684168205927	0.755941671001454	2.43021586731922	0.296677991024584	0.0352402014000737	NA
ABR	0.549258344061779	0.252988027509032	-1.1431217922124	2.30340493708149	0.316098163849918	0.0248425090984096	ABR, RhoGEF and GTPase activating protein
ABT1	0.290782005005168	0.0637504314339854	1.85392122084422	2.26087665231601	0.322891693523685	0.0220283556000924	activator of basal transcription 1
ABTB2	0.522916747585612	0.226693986245216	1.20891894695008	4.19472439848013	0.1227798703128	0.184588258621292	ankyrin repeat and BTB domain containing 2
AC002310.7 /// ZNF785	0.299167919169308	0.0684002123738929	1.82236110354467	1.57861291464436	0.454159665192231	0	NA
AC003989.4	0.278619090353023	0.0581879930930704	1.8942789534036	2.6939165299593	0.260030001307397	0.0592487804046057	NA
AC004490.1 /// AX746733	0.742682238519512	0.484147073888172	0.699648135124991	2.11463957362928	0.347385631263595	0.00935278171661435	NA
AC004692.5	0.388639189026406	0.119209520320638	1.55810010291291	0.2618293280236	0.87729263583083	0	NA
AC004941.5	0.83192056634167	0.636182753188006	0.473042647264542	1.38537463564371	0.500229984245583	0	NA
AC005838.2	0.804666897453678	0.585683186848082	0.545102262294506	0.0311790421746787	0.984531366488138	0	NA
AC007292.3	0.847125175346503	0.663245614481102	0.435436509606152	3.0876919079659	0.213558185039692	0.0892857800849545	NA
AC007389.3	0.464627923107604	0.175296913054064	1.35537876059427	0.671212056768394	0.714904702502654	0	NA
AC007967.3 /// RBMY2TP /// RBMY2TP	0.0567617564832873	0.0014650625098549	3.18151635417751	0.68418305480396	0.710283191358796	0	NA
AC009237.8 /// AK055967	0.692752983366237	0.418060919891604	-0.809789932246948	1.25337923279529	0.53435780563533	0	NA
AC009947.3 /// RBMY2AP /// RBMY2AP /// RBMY2BP /// RBMY2BP /// RBMY2DP /// RBMY2DP	0.929269088555752	0.821387238763375	0.225761093464917	4.33722248275533	0.114336292216146	0.194343307404997	NA
AC012065.7	0.819300849375227	0.61409675206593	0.504234282595045	0.799923222455548	0.670345779293136	0	NA
AC068039.4	0.791831071005601	0.563743881998956	0.57728953488261	0.469966712776744	0.79058400769242	0	NA
AC074212.6	0.189166223057792	0.0258273076792519	2.22879860702892	2.624524967239	0.269210282988175	0.0534120354648674	NA
AC084219.3	0.818575613230931	0.611348900924936	0.50814893289522	7.27379569151681	0.0263339092344842	0.459642906064962	NA
AC104537.2 /// TCEB1P28	0.799903853539289	0.576429425069616	-0.558607786059554	5.04355935355987	0.0803165419979458	0.253712780878945	NA
AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2	0.363492729952602	0.103762852545848	1.62687874733617	4.31717985426192	0.115487852567051	0.20286284854142	NA
ACAA1	0.320938446305595	0.0795756369641176	1.75315364764449	1.64308561010026	0.439752678223885	0	acetyl-CoA acyltransferase 1
ACAA2	0.939159468332199	0.844601678195752	0.196010844199954	10.4184926642155	0.00546579152728385	0.752931382464986	acetyl-CoA acyltransferase 2
ACACA	0.777399145151791	0.540354241180609	0.612277397692214	1.03174703828743	0.596978894301238	0	acetyl-CoA carboxylase alpha
ACACB	0.326586954065863	0.0824985468872257	1.73636935684773	1.95614776091144	0.376034689531452	0	acetyl-CoA carboxylase beta
ACAD10	0.346666476359632	0.0948752620322209	1.67022294452637	3.23625200278388	0.198269908684735	0.103341252539732	acyl-CoA dehydrogenase family member 10
ACAD8	0.681705782483658	0.403642745214727	-0.835133147340429	0.0474074319820484	0.976575010457371	0	acyl-CoA dehydrogenase family member 8
ACADL	0.124002697318555	0.0109506987744186	2.54426813335029	0.469972560060953	0.790581696311107	0	acyl-CoA dehydrogenase long chain
ACADM	0.590909787840506	0.294023107284774	-1.04933685935051	0.692899158816091	0.707194475552443	0	acyl-CoA dehydrogenase medium chain
ACADS	0.0536761406798812	0.00123905272841629	3.22973438433262	0.334718171025675	0.845895807864766	0	acyl-CoA dehydrogenase short chain
ACADSB	0.845689388079344	0.659719069072921	-0.440301065575435	4.16211181769911	0.124798366902503	0.179629349732542	acyl-CoA dehydrogenase short/branched chain
ACADVL	0.443161552960777	0.159561510617794	1.40654783532836	5.67355969906766	0.0586141086440479	0.326180638785655	acyl-CoA dehydrogenase very long chain
ACAN	0.105413811550776	0.00749557328156092	2.67398531881544	0.238064608349268	0.887779121326948	0	aggrecan
ACAP1	0.191708236938877	0.0267495460844598	2.21515327033422	2.15812429516	0.339914165525723	0.0132264964021344	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1
ACAP2	0.902345330442543	0.761869224245643	-0.303027080193631	1.16158535326759	0.559454724068675	0	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2
ACAT1	0.59858304453242	0.302413986538466	-1.03127050338792	3.53061679789793	0.171134000799855	0.123869228203041	acetyl-CoA acetyltransferase 1
ACAT2	0.0777037759483993	0.00364745940502953	-2.90714340704337	1.95589695833023	0.376081847723618	0	acetyl-CoA acetyltransferase 2
ACBD3	0.633670007870069	0.343990871239324	-0.946309260874519	8.33703811802555	0.015475160962482	0.552580847507354	acyl-CoA binding domain containing 3
ACBD4	0.540129927429239	0.244667045424928	1.16340050333714	4.42772516041374	0.109277738250086	0.202946574330224	acyl-CoA binding domain containing 4
ACD	0.903876988318845	0.765035062477194	-0.298875472290596	3.006208150015	0.222438621244472	0.0825855808499071	ACD, shelterin complex subunit and telomerase recruitment factor
ACE	0.727041917256415	0.461744726434323	0.735976948468537	3.63812250153179	0.162177923898427	0.136613446043502	angiotensin I converting enzyme
ACE2	0.529484451152951	0.23315489364534	1.19227127575699	2.39406462229236	0.302089390266141	0.0316997717507635	angiotensin I converting enzyme 2
ACHE	0.785146491194736	0.55253631355924	-0.593963817506031	1.14474044920262	0.564186603688699	0	acetylcholinesterase (Cartwright blood group)
ACIN1	0.635665906193325	0.346782443682085	0.940848614690746	0.806433737529137	0.668167179019145	0	apoptotic chromatin condensation inducer 1
ACKR1	0.661001261102611	0.377477449736585	0.882553707295988	0.422085411101688	0.809739485772099	0	atypical chemokine receptor 1 (Duffy blood group)
ACKR2	0.755016991257808	0.503177065501967	0.66949923976653	3.7105096905254	0.156413076463752	0.141381708279265	atypical chemokine receptor 2
ACKR3	0.325514408826993	0.0819145027318242	1.7396841001704	0.965341416733102	0.617133006654251	0	atypical chemokine receptor 3
ACKR4	0.401901465242321	0.128675525064774	1.51934560899603	4.56372286083352	0.102093988875564	0.221271205278561	atypical chemokine receptor 4
ACLY	0.0431959409151521	0.000556694443063277	-3.45188039179648	1.93280702980297	0.380448859206452	0	ATP citrate lyase
ACN9	0.577343817607838	0.280576706921811	-1.07902472224276	0.829220566005708	0.660597676688811	0	NA
ACO1	0.246929589683832	0.0459149411288364	1.99617441667255	1.90959574979307	0.384889932608706	0	aconitase 1
ACO2	0.935133529937634	0.834833292617966	0.208506775750219	3.08303176583175	0.2140563709667	0.0884471344156258	aconitase 2
ACOT1 /// ACOT2	0.87427515231904	0.710093847355243	-0.371730052326556	0.908513063808035	0.634919835158332	0	NA
ACOT11	0.844839571766126	0.658007978857241	0.442665114795446	1.23340675636234	0.539720763293278	0	acyl-CoA thioesterase 11
ACOT13	0.637471398684352	0.348899440330607	-0.936726152016402	1.73597685375411	0.419795149120873	0	acyl-CoA thioesterase 13
ACOT7	0.487191132962564	0.195315810128063	-1.29501281102066	3.54773657972227	0.169675364213069	0.129672199774463	acyl-CoA thioesterase 7
ACOT8	0.597113935453466	0.300454352845192	-1.03545953882318	1.93646553228739	0.379753558791607	0	acyl-CoA thioesterase 8
ACOT9	0.806391886601159	0.588363611482168	0.541208888757173	2.14693228423963	0.341821659246833	0.011999360693163	acyl-CoA thioesterase 9
ACOX1	0.942745553334714	0.854668265655242	-0.183165369661354	1.6121854250793	0.446599654794602	0	acyl-CoA oxidase 1
ACOX2	0.588939364819303	0.292138327913327	1.05344229584758	5.21698868369844	0.0736453450417298	0.2777032835356	acyl-CoA oxidase 2
ACOX3	0.725423814368918	0.459247218330778	-0.74008698016078	0.150357230875653	0.927577791817791	0	acyl-CoA oxidase 3, pristanoyl
ACOXL	0.935737225029508	0.837136007159891	0.205558231450727	0.79226582259457	0.672917251688555	0	acyl-CoA oxidase like
ACP1	0.292873505722927	0.0649024158076335	-1.84592968473592	0.934857715870454	0.626611305550548	0	acid phosphatase 1
ACP2	0.992355612166727	0.978179796060557	-0.0273509797961563	4.7546263336811	0.0927995798349787	0.230284617039558	acid phosphatase 2, lysosomal
ACP5	0.220323569831866	0.0364619588307253	2.09173800461269	0.24898541252327	0.882944701310545	0	acid phosphatase 5, tartrate resistant
ACP6	0.938590799592275	0.843377482075367	0.197575146003372	11.5674216032329	0.00307727503770765	0.871547878479885	acid phosphatase 6, lysophosphatidic
ACPP	0.865272933546142	0.692922601536803	0.394891990165318	0.12566140956822	0.939102445783448	0	acid phosphatase, prostate
ACR	0.698289858401323	0.425277382501021	0.797299031825884	2.84438682425138	0.241184419466465	0.0698322946802211	acrosin
ACRV1	0.663438887150091	0.381626226499006	-0.874903845558069	1.16607815517431	0.558199374979768	0	acrosomal vesicle protein 1
ACSBG1	0.0667810494414341	0.00248545082271856	3.02510711942942	1.02589211314522	0.598729088233724	0	acyl-CoA synthetase bubblegum family member 1
ACSBG2	0.908149346018417	0.781647900773319	0.27717217928112	0.372121580086501	0.830223124148262	0	acyl-CoA synthetase bubblegum family member 2
ACSF2	0.432573082904995	0.152448804578357	1.4309351407613	8.08943361256719	0.0175146639963228	0.567899302520256	acyl-CoA synthetase family member 2
ACSL1	0.371126119386239	0.10790277717404	-1.60769142667622	0.524241919651708	0.769417949417394	0	acyl-CoA synthetase long chain family member 1
ACSL3	0.551372079819003	0.255744661930698	-1.13650646373038	4.20375334959934	0.122226832865345	0.18760864918523	acyl-CoA synthetase long chain family member 3
ACSL4	0.335092949221149	0.0888870309254768	-1.70129806622539	3.04064883614098	0.218640944372006	0.0886472847460832	acyl-CoA synthetase long chain family member 4
ACSL5	0.320186419921818	0.0789864242707614	1.75659758876909	1.60377247128959	0.448482222636897	0	acyl-CoA synthetase long chain family member 5
ACSL6	0.983747237580902	0.955750195625533	0.0554873651088621	7.21491568614442	0.0271207043925067	0.443147416319721	acyl-CoA synthetase long chain family member 6
ACSM1	0.291606731724709	0.0640607019230974	1.85175715974709	0.249000249545242	0.882938151199874	0	acyl-CoA synthetase medium chain family member 1
ACSM2A /// ACSM2B	0.102373004470422	0.00705211003788109	2.69437345187449	1.6580021631792	0.436485081607214	0	NA
ACSM3	0.68595711699703	0.409360439661086	0.825019641489335	3.34308827185671	0.187956610889805	0.111279560736231	acyl-CoA synthetase medium chain family member 3
ACSM5	0.209464188584988	0.0325268383789235	2.13787563323848	1.326762911482	0.515106576153488	0	acyl-CoA synthetase medium chain family member 5
ACSS3	0.514401179390809	0.217407290912342	1.23345168786589	2.2048203779333	0.332069767534427	0.0169500484742673	acyl-CoA synthetase short chain family member 3
ACTA1	0.26739013380714	0.0539420323432815	1.9273017764841	0.369983552761171	0.831111118565553	0	actin, alpha 1, skeletal muscle
ACTA2	0.903044875475847	0.763333229448235	0.301106572364726	1.20087031801363	0.548572867722408	0	actin, alpha 2, smooth muscle, aorta
ACTB	0.6158468132253	0.320599767768224	-0.993226128719106	0.105407212251995	0.948661148169614	0	actin beta
ACTB /// ACTG1	0.484870539516094	0.193015427495123	-1.30171032845206	1.76485633929934	0.413776970196779	0	NA
ACTBP9 /// ACTBP9	0.411015371550237	0.134954917185629	-1.49484493048347	2.16896386996007	0.338076886342961	0.0139441842886459	NA
ACTC1	0.568791377854557	0.272347205622472	1.09767322460699	3.53617537324105	0.1706590305265	0.128954854536891	actin, alpha, cardiac muscle 1
ACTG1P4 /// AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B	0.959590757209861	0.901836935342458	-0.123341176843541	4.24344328351291	0.119825154835567	0.182911901304964	NA
ACTG2	0.968618756067028	0.92181830858558	-0.0981435474077842	10.3519329866835	0.00565075285887802	0.745657442425631	actin, gamma 2, smooth muscle, enteric
ACTL6A	0.758600677161028	0.507193171944288	0.663214522216864	0.293607294181326	0.863463504343406	0	actin like 6A
ACTL6B	0.417308344201511	0.139565942714823	-1.4774093448536	0.425710832850547	0.808272991767165	0	actin like 6B
ACTL7A	0.372976260522422	0.10896453163656	1.6028646864687	1.89644333178826	0.387429390098177	0	actin like 7A
ACTL7B	0.641474220949307	0.353945802841449	0.926962889003325	4.17667760030541	0.123892775625706	0.180630402800971	actin like 7B
ACTL8	0.970754500153445	0.926221182351363	0.0926002031516597	10.2183304443082	0.00604112381561989	0.71699288207405	actin like 8
ACTN1	0.818914091302923	0.612551503827644	-0.506434723061217	0.406805569451622	0.815949523223731	0	actinin alpha 1
ACTN2	0.725109644894889	0.45872641241963	-0.740945621243619	0.768564665074791	0.680939148759916	0	actinin alpha 2
ACTN3	0.138139647823475	0.0136759784526681	2.4656633946477	0.410655525880365	0.814380348965183	0	actinin alpha 3 (gene/pseudogene)
ACTN4	0.296791476368525	0.0670875666206419	1.83108694608461	1.22296257823625	0.542546605165566	0	actinin alpha 4
ACTR10	0.0456510638564336	0.000681484743518146	-3.39692165783687	1.88715634187133	0.389232599875541	0	actin related protein 10 homolog
ACTR1A	0.262917598133709	0.052194444379781	-1.94152653248136	1.76629520142394	0.413479393247441	0	ARP1 actin related protein 1 homolog A
ACTR1B	0.955995466097592	0.893815441676594	-0.133477899285327	1.34796715778953	0.509674201036221	0	ARP1 actin related protein 1 homolog B
ACTR2	0.0894099318811549	0.00525252263929854	-2.79112473269037	0.919422429936132	0.631465977100704	0	ARP2 actin related protein 2 homolog
ACTR3	0.518807650870434	0.221214627904304	-1.2233047125434	6.7899744817378	0.0335409821232067	0.427824004169124	ARP3 actin related protein 3 homolog
ACTR3B	0.108196297811762	0.00803499360469928	-2.65059580218673	0.98675595341433	0.610560447818513	0	ARP3 actin related protein 3 homolog B
ACTR3P2 /// ACTR3P2	0.716281658808797	0.447643592389181	0.759349368888384	0.878906693195713	0.644388582030051	0	NA
ACTR5	0.318452801680491	0.0780639387323321	1.7620317176025	0.338547573915666	0.844277719511523	0	ARP5 actin related protein 5 homolog
ACTR6	0.402166064190408	0.128943123370477	-1.51828279373074	2.93368796911627	0.230652279852781	0.0783926012617021	ARP6 actin related protein 6 homolog
ACTR8	0.763019090362747	0.515758200148716	-0.64989786069152	0.0646872031948609	0.968173858835866	0	ARP8 actin related protein 8 homolog
ACVR1	0.312815116504828	0.0750624476413777	-1.78008257617077	0.183603209169493	0.912286124976744	0	activin A receptor type 1
ACVR1B	0.183994738161626	0.0242145216625571	2.25370835096099	0.134723419948007	0.934856993075151	0	activin A receptor type 1B
ACVR2A	0.782867826228401	0.548368282666247	0.600207009628243	3.86017969186232	0.145135158094397	0.153625043673241	activin A receptor type 2A
ACVR2B	0.65465568218982	0.368778307849446	0.898764134013846	0.403373420717918	0.817350955422193	0	activin A receptor type 2B
ACVR2B-AS1	0.617873650305389	0.322921449839381	0.98847218585826	0.356602550661926	0.836690311362624	0	ACVR2B antisense RNA 1
ACVRL1	0.199809322008128	0.0293709211986402	2.17847191147851	1.25400278426473	0.534191231806064	0	activin A receptor like type 1
ACYP1	0.537452713067995	0.241325906360934	-1.17167912684455	2.89026327818955	0.235715045198263	0.0742845483326554	acylphosphatase 1
ACYP2 /// LOC101927144	0.263577716540888	0.0524283560459626	-1.93959971087451	2.70757564662731	0.258260161735369	0.0602270007026538	NA
ADA	0.153856349570371	0.0171519146709009	2.38343496801728	2.04959867749381	0.358868469178248	0.00419354117811754	adenosine deaminase
ADAM10	0.41903830522376	0.140751199976776	-1.47299939105516	0.94172924225305	0.624462111666479	0	ADAM metallopeptidase domain 10
ADAM11	0.74274715018248	0.484667933219334	-0.698814551846985	0.180168613712338	0.913854137854101	0	ADAM metallopeptidase domain 11
ADAM12	0.810424208656143	0.597583318460019	0.527879003692112	4.52563218405506	0.104057037567649	0.212198778795517	ADAM metallopeptidase domain 12
ADAM15	0.942745553334714	0.854571744994796	0.18328838812821	8.82322674411537	0.0121355833161156	0.596396412251454	ADAM metallopeptidase domain 15
ADAM17	0.902960417728403	0.76308671357714	-0.301429878287914	1.07226670711082	0.58500589577371	0	ADAM metallopeptidase domain 17
ADAM18	0.918245938302868	0.79939057883881	-0.25413588778389	1.56316789711443	0.457680494507327	0	ADAM metallopeptidase domain 18
